"Status","Year","Disability","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","London","London","5890","5645","46260","41120"
"In post","2023","Undeclared","North East (England)","Outside London","1795","1630","32300","28500"
"In post","2023","Undeclared","North West (England)","Outside London","3480","3215","32850","29160"
"In post","2023","Undeclared","Northern Ireland","Outside London","215","205","31580","28130"
"In post","2023","Undeclared","Overseas","Overseas","140","140","54080","53970"
"In post","2023","Undeclared","Scotland","Outside London","1535","1430","34170","28130"
"In post","2023","Undeclared","South East (England)","Outside London","2975","2760","35010","32920"
"In post","2023","Undeclared","South West (England)","Outside London","2695","2525","37950","34300"
"In post","2023","Undeclared","Unknown","Unknown","50","50","34730","31200"
"In post","2023","Undeclared","Wales","Outside London","1815","1670","32370","28130"
"In post","2023","Undeclared","West Midlands (England)","Outside London","2000","1860","33480","29160"
"In post","2023","Undeclared","Yorkshire and The Humber","Outside London","2345","2185","34800","32920"
"In post","2023","Unknown","East Midlands (England)","Outside London","3680","3500","30550","28080"
"In post","2023","Unknown","East of England","Outside London","3355","3180","32130","28210"
"In post","2023","Unknown","London","London","23810","23240","44340","39790"
"In post","2023","Unknown","North East (England)","Outside London","5915","5465","30010","27260"
"In post","2023","Unknown","North West (England)","Outside London","12845","12265","30690","27650"
"In post","2023","Unknown","Northern Ireland","Outside London","1345","1280","29460","25880"
"In post","2023","Unknown","Overseas","Overseas","1235","1230","56510","55830"
"In post","2023","Unknown","Scotland","Outside London","17565","16620","35220","31940"
"In post","2023","Unknown","South East (England)","Outside London","7965","7500","32500","28130"
"In post","2023","Unknown","South West (England)","Outside London","7815","7490","35160","30900"
"In post","2023","Unknown","Unknown","Unknown","1955","1935","41280","39260"
"In post","2023","Unknown","Wales","Outside London","6175","5845","31940","28120"
"In post","2023","Unknown","West Midlands (England)","Outside London","5865","5595","31950","28130"
"In post","2023","Unknown","Yorkshire and The Humber","Outside London","7355","7065","31670","28120"
"Leaver CS","2023","Declared disabled","East Midlands (England)","Outside London","275","[c]","27580","27570"
"Leaver CS","2023","Declared disabled","East of England","Outside London","305","[c]","30540","28120"
"Leaver CS","2023","Declared disabled","London","London","905","[c]","41650","34020"
"Leaver CS","2023","Declared disabled","North East (England)","Outside London","315","[c]","28390","26630"
"Leaver CS","2023","Declared disabled","North West (England)","Outside London","655","[c]","28490","26010"
"Leaver CS","2023","Declared disabled","Northern Ireland","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","Outside London","395","[c]","32120","27570"
"Leaver CS","2023","Declared disabled","South East (England)","Outside London","555","[c]","30770","28060"
"Leaver CS","2023","Declared disabled","South West (England)","Outside London","480","[c]","31360","27890"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wales","Outside London","335","[c]","28720","22500"
"Leaver CS","2023","Declared disabled","West Midlands (England)","Outside London","405","[c]","27900","27450"
"Leaver CS","2023","Declared disabled","Yorkshire and The Humber","Outside London","375","[c]","29640","27570"
"Leaver CS","2023","Declared non-disabled","East Midlands (England)","Outside London","1420","[c]","30180","27570"
"Leaver CS","2023","Declared non-disabled","East of England","Outside London","1540","[c]","31850","28120"
"Leaver CS","2023","Declared non-disabled","London","London","5790","[c]","43810","37410"
"Leaver CS","2023","Declared non-disabled","North East (England)","Outside London","1450","[c]","29530","24810"
"Leaver CS","2023","Declared non-disabled","North West (England)","Outside London","2965","[c]","30450","27330"
"Leaver CS","2023","Declared non-disabled","Northern Ireland","Outside London","140","[c]","32200","23390"
"Leaver CS","2023","Declared non-disabled","Overseas","Overseas","40","[c]","52370","43750"
"Leaver CS","2023","Declared non-disabled","Scotland","Outside London","1990","[c]","32530","27570"
"Leaver CS","2023","Declared non-disabled","South East (England)","Outside London","2695","[c]","31830","27760"
"Leaver CS","2023","Declared non-disabled","South West (England)","Outside London","2765","[c]","34670","30910"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","70","[c]","32420","28120"
"Leaver CS","2023","Declared non-disabled","Wales","Outside London","1710","[c]","30600","25620"
"Leaver CS","2023","Declared non-disabled","West Midlands (England)","Outside London","1855","[c]","30640","27570"
"Leaver CS","2023","Declared non-disabled","Yorkshire and The Humber","Outside London","1860","[c]","32730","27650"
"Leaver CS","2023","Undeclared","East Midlands (England)","Outside London","150","[c]","29420","27570"
"Leaver CS","2023","Undeclared","East of England","Outside London","165","[c]","32250","29290"
"Leaver CS","2023","Undeclared","London","London","535","[c]","44020","37900"
"Leaver CS","2023","Undeclared","North East (England)","Outside London","125","[c]","30850","27460"
"Leaver CS","2023","Undeclared","North West (England)","Outside London","270","[c]","31310","26950"
"Leaver CS","2023","Undeclared","Northern Ireland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Scotland","Outside London","95","[c]","33130","28120"
"Leaver CS","2023","Undeclared","South East (England)","Outside London","285","[c]","33320","28120"
"Leaver CS","2023","Undeclared","South West (England)","Outside London","245","[c]","36920","33290"
"Leaver CS","2023","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Wales","Outside London","145","[c]","27770","25610"
"Leaver CS","2023","Undeclared","West Midlands (England)","Outside London","170","[c]","29030","25000"
"Leaver CS","2023","Undeclared","Yorkshire and The Humber","Outside London","190","[c]","32810","27570"
"Leaver CS","2023","Unknown","East Midlands (England)","Outside London","475","[c]","27970","22600"
"Leaver CS","2023","Unknown","East of England","Outside London","490","[c]","33480","27140"
"Leaver CS","2023","Unknown","London","London","3310","[c]","42040","35410"
"Leaver CS","2023","Unknown","North East (England)","Outside London","550","[c]","30250","25750"
"Leaver CS","2023","Unknown","North West (England)","Outside London","1195","[c]","29550","25880"
"Leaver CS","2023","Unknown","Northern Ireland","Outside London","90","[c]","26070","22970"
"Leaver CS","2023","Unknown","Overseas","Overseas","105","[c]","49480","48610"
"Leaver CS","2023","Unknown","Scotland","Outside London","1415","[c]","32980","29100"
"Leaver CS","2023","Unknown","South East (England)","Outside London","1225","[c]","31480","26780"
"Leaver CS","2023","Unknown","South West (England)","Outside London","995","[c]","33870","30650"
"Leaver CS","2023","Unknown","Unknown","Unknown","335","[c]","36560","32700"
"Leaver CS","2023","Unknown","Wales","Outside London","630","[c]","29990","24030"
"Leaver CS","2023","Unknown","West Midlands (England)","Outside London","695","[c]","30430","24430"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","Outside London","845","[c]","34400","28590"
"Leaver Dept.","2023","Declared disabled","East Midlands (England)","Outside London","60","[c]","29720","28120"
"Leaver Dept.","2023","Declared disabled","East of England","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","London","550","[c]","42850","37790"
"Leaver Dept.","2023","Declared disabled","North East (England)","Outside London","90","[c]","30370","28120"
"Leaver Dept.","2023","Declared disabled","North West (England)","Outside London","170","[c]","32050","28120"
"Leaver Dept.","2023","Declared disabled","Northern Ireland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Scotland","Outside London","105","[c]","27340","26530"
"Leaver Dept.","2023","Declared disabled","South East (England)","Outside London","70","[c]","31610","31280"
"Leaver Dept.","2023","Declared disabled","South West (England)","Outside London","85","[c]","33720","31340"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Wales","Outside London","75","[c]","31260","28120"
"Leaver Dept.","2023","Declared disabled","West Midlands (England)","Outside London","100","[c]","30470","28120"
"Leaver Dept.","2023","Declared disabled","Yorkshire and The Humber","Outside London","110","[c]","35190","30230"
"Leaver Dept.","2023","Declared non-disabled","East Midlands (England)","Outside London","215","[c]","29520","27570"
"Leaver Dept.","2023","Declared non-disabled","East of England","Outside London","200","[c]","32330","28120"
"Leaver Dept.","2023","Declared non-disabled","London","London","3415","[c]","45340","40050"
"Leaver Dept.","2023","Declared non-disabled","North East (England)","Outside London","540","[c]","31290","28120"
"Leaver Dept.","2023","Declared non-disabled","North West (England)","Outside London","1000","[c]","31390","28120"
"Leaver Dept.","2023","Declared non-disabled","Northern Ireland","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Scotland","Outside London","740","[c]","29700","27570"
"Leaver Dept.","2023","Declared non-disabled","South East (England)","Outside London","415","[c]","33020","29460"
"Leaver Dept.","2023","Declared non-disabled","South West (England)","Outside London","480","[c]","36620","33290"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","45","[c]","34080","32520"
"Leaver Dept.","2023","Declared non-disabled","Wales","Outside London","575","[c]","33990","30700"
"Leaver Dept.","2023","Declared non-disabled","West Midlands (England)","Outside London","565","[c]","31810","28120"
"Leaver Dept.","2023","Declared non-disabled","Yorkshire and The Humber","Outside London","600","[c]","34060","30190"
"Leaver Dept.","2023","Undeclared","East Midlands (England)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","East of England","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","London","London","270","[c]","44900","41160"
"Leaver Dept.","2023","Undeclared","North East (England)","Outside London","50","[c]","33540","32400"
"Leaver Dept.","2023","Undeclared","North West (England)","Outside London","75","[c]","29820","28120"
"Leaver Dept.","2023","Undeclared","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","Outside London","45","[c]","28230","27570"
"Leaver Dept.","2023","Undeclared","South East (England)","Outside London","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","Outside London","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","Outside London","45","[c]","29870","28120"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","Outside London","50","[c]","32930","30260"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","Outside London","45","[c]","37780","35110"
"Leaver Dept.","2023","Unknown","East Midlands (England)","Outside London","70","[c]","29000","27530"
"Leaver Dept.","2023","Unknown","East of England","Outside London","50","[c]","31620","27840"
"Leaver Dept.","2023","Unknown","London","London","2285","[c]","41340","35410"
"Leaver Dept.","2023","Unknown","North East (England)","Outside London","185","[c]","30600","27570"
"Leaver Dept.","2023","Unknown","North West (England)","Outside London","360","[c]","33920","31260"
"Leaver Dept.","2023","Unknown","Northern Ireland","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Overseas","Overseas","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scotland","Outside London","235","[c]","35150","30450"
"Leaver Dept.","2023","Unknown","South East (England)","Outside London","160","[c]","31700","30210"
"Leaver Dept.","2023","Unknown","South West (England)","Outside London","160","[c]","37960","33380"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","100","[c]","33500","32000"
"Leaver Dept.","2023","Unknown","Wales","Outside London","185","[c]","33130","31060"
"Leaver Dept.","2023","Unknown","West Midlands (England)","Outside London","180","[c]","31660","28120"
"Leaver Dept.","2023","Unknown","Yorkshire and The Humber","Outside London","320","[c]","33790","31690"
"New entrant CS","2023","Declared disabled","East Midlands (England)","Outside London","210","[c]","25690","23230"
"New entrant CS","2023","Declared disabled","East of England","Outside London","185","[c]","26390","23640"
"New entrant CS","2023","Declared disabled","London","London","615","[c]","35180","31140"
"New entrant CS","2023","Declared disabled","North East (England)","Outside London","250","[c]","28940","25660"
"New entrant CS","2023","Declared disabled","North West (England)","Outside London","490","[c]","26790","23640"
"New entrant CS","2023","Declared disabled","Northern Ireland","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scotland","Outside London","415","[c]","28420","25750"
"New entrant CS","2023","Declared disabled","South East (England)","Outside London","350","[c]","28430","25750"
"New entrant CS","2023","Declared disabled","South West (England)","Outside London","355","[c]","29830","27330"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","Outside London","280","[c]","27580","23640"
"New entrant CS","2023","Declared disabled","West Midlands (England)","Outside London","280","[c]","27140","23640"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","Outside London","325","[c]","28360","25750"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","Outside London","1370","[c]","27440","23640"
"New entrant CS","2023","Declared non-disabled","East of England","Outside London","1130","[c]","28340","25920"
"New entrant CS","2023","Declared non-disabled","London","London","3575","[c]","38230","33850"
"New entrant CS","2023","Declared non-disabled","North East (England)","Outside London","1725","[c]","29140","25920"
"New entrant CS","2023","Declared non-disabled","North West (England)","Outside London","2855","[c]","29210","24330"
"New entrant CS","2023","Declared non-disabled","Northern Ireland","Outside London","140","[c]","29700","22520"
"New entrant CS","2023","Declared non-disabled","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Scotland","Outside London","2245","[c]","30550","27320"
"New entrant CS","2023","Declared non-disabled","South East (England)","Outside London","2035","[c]","29280","26630"
"New entrant CS","2023","Declared non-disabled","South West (England)","Outside London","2060","[c]","31180","28120"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","70","[c]","31510","28880"
"New entrant CS","2023","Declared non-disabled","Wales","Outside London","2075","[c]","28350","23640"
"New entrant CS","2023","Declared non-disabled","West Midlands (England)","Outside London","1920","[c]","29490","24070"
"New entrant CS","2023","Declared non-disabled","Yorkshire and The Humber","Outside London","2075","[c]","29960","27650"
"New entrant CS","2023","Undeclared","East Midlands (England)","Outside London","70","[c]","25790","23640"
"New entrant CS","2023","Undeclared","East of England","Outside London","55","[c]","27590","24270"
"New entrant CS","2023","Undeclared","London","London","245","[c]","35770","33630"
"New entrant CS","2023","Undeclared","North East (England)","Outside London","70","[c]","27890","23640"
"New entrant CS","2023","Undeclared","North West (England)","Outside London","130","[c]","26960","23640"
"New entrant CS","2023","Undeclared","Northern Ireland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scotland","Outside London","85","[c]","29160","28120"
"New entrant CS","2023","Undeclared","South East (England)","Outside London","95","[c]","30230","26190"
"New entrant CS","2023","Undeclared","South West (England)","Outside London","90","[c]","30930","27490"
"New entrant CS","2023","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wales","Outside London","100","[c]","27310","23230"
"New entrant CS","2023","Undeclared","West Midlands (England)","Outside London","105","[c]","27840","23160"
"New entrant CS","2023","Undeclared","Yorkshire and The Humber","Outside London","110","[c]","28440","24610"
"New entrant CS","2023","Unknown","East Midlands (England)","Outside London","1160","[c]","27240","23470"
"New entrant CS","2023","Unknown","East of England","Outside London","1130","[c]","27960","25480"
"New entrant CS","2023","Unknown","London","London","5315","[c]","34610","29750"
"New entrant CS","2023","Unknown","North East (England)","Outside London","1280","[c]","27340","23640"
"New entrant CS","2023","Unknown","North West (England)","Outside London","3975","[c]","26370","23390"
"New entrant CS","2023","Unknown","Northern Ireland","Outside London","370","[c]","26070","22520"
"New entrant CS","2023","Unknown","Overseas","Overseas","65","[c]","48990","45690"
"New entrant CS","2023","Unknown","Scotland","Outside London","3900","[c]","29320","25710"
"New entrant CS","2023","Unknown","South East (England)","Outside London","2870","[c]","29040","25880"
"New entrant CS","2023","Unknown","South West (England)","Outside London","2790","[c]","30650","27330"
"New entrant CS","2023","Unknown","Unknown","Unknown","270","[c]","25080","22400"
"New entrant CS","2023","Unknown","Wales","Outside London","1205","[c]","27250","23640"
"New entrant CS","2023","Unknown","West Midlands (England)","Outside London","1790","[c]","28060","24070"
"New entrant CS","2023","Unknown","Yorkshire and The Humber","Outside London","2390","[c]","27600","25750"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
