"Status","Year","Ethnicity","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Communications","Department for Education","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Communications","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Revenue and Customs","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Communications","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Defence","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Attorney General's Departments","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
