"Status","Year","Ethnicity","Parent_department","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Cabinet Office","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","West Midlands (England)","Heterosexual / straight","40","40","40060","32990"
"In post","2023","Asian","Cabinet Office","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Yorkshire and The Humber","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cabinet Office","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","London","Heterosexual / straight","45","45","50760","45610"
"In post","2023","Asian","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chancellor's other departments","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","London","Heterosexual / straight","105","105","49330","38190"
"In post","2023","Asian","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","540","530","46480","41360"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","London","LGBO","30","30","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","London","Undeclared","35","35","46430","41450"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","London","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Heterosexual / straight","40","40","34130","31350"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Heterosexual / straight","30","30","34800","33430"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Wales","Heterosexual / straight","45","40","39170","40310"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Heterosexual / straight","130","125","34130","31350"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Unknown","20","15","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","115","115","48350","52760"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","London","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","East Midlands (England)","Heterosexual / straight","30","30","42990","38210"
"In post","2023","Asian","Department for Education","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","East of England","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Department for Education","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","London","Heterosexual / straight","260","250","45740","42170"
"In post","2023","Asian","Department for Education","London","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Department for Education","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Department for Education","London","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Department for Education","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Department for Education","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","North West (England)","Heterosexual / straight","110","105","37640","37590"
"In post","2023","Asian","Department for Education","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Department for Education","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Department for Education","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
